# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
1391.1134857; 154.7650436; 192.8859009; 2.2352894; 0.0027742; 33.6375540; 4.7768246
1393.1122119; 153.1950905; 191.6490061; 2.2409114; 0.0028512; 33.9202030; 4.6786019
1395.1109382; 151.6321202; 190.4031151; 2.2466827; 0.0029236; 34.1947753; 4.6335505
1397.1096645; 150.0764857; 189.1481371; 2.2525947; 0.0029892; 34.4645479; 4.5997257
1399.1083908; 148.5284506; 187.8839483; 2.2586298; 0.0030495; 34.7302785; 4.5072471
1401.1071170; 146.9880336; 186.6102575; 2.2647777; 0.0031021; 34.9887089; 4.4681273
1403.1058433; 145.4555872; 185.3270773; 2.2710286; 0.0031510; 35.2430259; 4.4365153
1405.1045696; 143.9313276; 184.0343360; 2.2773720; 0.0031965; 35.4937408; 4.3492660
1407.1032959; 142.4152317; 182.7317787; 2.2838009; 0.0032363; 35.7378178; 4.3149566
1409.1020221; 140.9076470; 181.4194893; 2.2903078; 0.0032734; 35.9783331; 4.2852679
1411.1007484; 139.4087502; 180.0974270; 2.2968847; 0.0033079; 36.2156128; 4.2027754
1413.0994747; 137.9185013; 178.7653747; 2.3035268; 0.0033381; 36.4468243; 4.1724167
1415.0982009; 136.4372316; 177.4234624; 2.3102280; 0.0033663; 36.6749239; 4.1444419
1417.0969272; 134.9650836; 176.0716694; 2.3169823; 0.0033925; 36.9000983; 4.0663077
1419.0956535; 133.5020217; 174.7098223; 2.3237862; 0.0034155; 37.1197000; 4.0392187
1421.0943798; 132.0483474; 173.3380730; 2.3306348; 0.0034367; 37.3365600; 4.0127836
1423.0931060; 130.6041743; 171.9564139; 2.3375233; 0.0034564; 37.5507606; 3.9386460
1425.0918323; 129.1694899; 170.5647246; 2.3444498; 0.0034744; 37.7598222; 3.9142958
1427.0905586; 127.7445526; 169.1631538; 2.3514106; 0.0034893; 37.9664508; 3.8882224
1429.0892849; 126.3294480; 167.7517038; 2.3583964; 0.0035010; 38.1705956; 3.8212093
1431.0880111; 124.9241929; 166.3303409; 2.3653874; 0.0034941; 38.3701638; 3.8000888
1433.0867374; 123.5289281; 164.8992317; 2.3723581; 0.0034747; 38.5676049; 3.7764193
1435.0854637; 122.1436375; 163.4584719; 2.3792705; 0.0034421; 38.7628199; 3.7197492
1437.0841899; 120.7682654; 162.0082114; 2.3860930; 0.0033840; 38.9541490; 3.7022829
1439.0829162; 119.4027424; 160.5486930; 2.3927930; 0.0033146; 39.1436511; 3.6818395
1441.0816425; 118.0469052; 159.0801489; 2.3993365; 0.0032331; 39.3312014; 3.6339657
1443.0803688; 116.7005957; 157.6028991; 2.4057019; 0.0031359; 39.5154401; 3.6190257
1445.0790950; 115.3635625; 156.1172308; 2.4118701; 0.0030341; 39.6980716; 3.6006824
1447.0778213; 114.0355431; 154.6234603; 2.4178279; 0.0029275; 39.8789474; 3.5580584
1449.0765476; 112.7163178; 153.1219860; 2.4235665; 0.0028145; 40.0568798; 3.5442029
1451.0752738; 111.4055535; 151.6131079; 2.4290773; 0.0026980; 40.2333369; 3.5264117
1453.0740001; 110.1029041; 150.0971377; 2.4343487; 0.0025767; 40.4081435; 3.4864353
1455.0727264; 108.8081837; 148.5745764; 2.4394035; 0.0024833; 40.5802282; 3.4727409
1457.0714527; 107.5209606; 147.0455188; 2.4442740; 0.0023884; 40.7509146; 3.4544509
1459.0701789; 106.2410116; 145.5102867; 2.4489492; 0.0022897; 40.9199957; 3.4164612
1461.0689052; 104.9681932; 143.9693206; 2.4534302; 0.0021947; 41.0865329; 3.4029633
1463.0676315; 103.7020885; 142.4227146; 2.4577233; 0.0021024; 41.2517439; 3.3841848
1465.0663578; 102.4424854; 140.8707896; 2.4618367; 0.0020135; 41.4153895; 3.3480406
1467.0650840; 101.1891849; 139.3138617; 2.4657768; 0.0019295; 41.5766536; 3.3346707
1469.0638103; 99.9418652; 137.7520702; 2.4695509; 0.0018482; 41.7366543; 3.3153292
1471.0625366; 98.7003300; 136.1856889; 2.4731668; 0.0017700; 41.8951212; 3.2810381
1473.0612628; 97.4643510; 134.6149299; 2.4766304; 0.0016963; 42.0513612; 3.2678261
1475.0599891; 96.2336990; 133.0399820; 2.4799485; 0.0016249; 42.2063971; 3.2480064
1477.0587154; 95.0081839; 131.4610638; 2.4831279; 0.0015565; 42.3599304; 3.2155515
1479.0574417; 93.7875602; 129.8783028; 2.4861741; 0.0014920; 42.5113834; 3.2025243
1481.0561679; 92.5716832; 128.2919359; 2.4890930; 0.0014297; 42.6616884; 3.1823413
1483.0548942; 91.3603619; 126.7021228; 2.4918910; 0.0013701; 42.8105235; 3.1516522
1485.0536205; 90.1533465; 125.1089266; 2.4945729; 0.0013139; 42.9574149; 3.1388289
1487.0523468; 88.9505649; 123.5126262; 2.4971441; 0.0012597; 43.1032112; 3.1184152
1489.0510730; 87.7518209; 121.9133210; 2.4996101; 0.0012080; 43.2475726; 3.0893785
1491.0497993; 86.5568714; 120.3110293; 2.5019755; 0.0011593; 43.3901161; 3.0767720
1493.0485256; 85.3657044; 118.7060626; 2.5042448; 0.0011123; 43.5316141; 3.0562714
1495.0472518; 84.1781169; 117.0984621; 2.5064233; 0.0010676; 43.6717154; 3.0287422
1497.0459781; 82.9938805; 115.4882176; 2.5085148; 0.0010256; 43.8101128; 3.0163605
1499.0447044; 81.8130312; 113.8756632; 2.5105234; 0.0009851; 43.9475112; 2.9959213
1501.0434307; 80.6353594; 112.2607868; 2.5124538; 0.0009466; 44.0835547; 2.9697330
1503.0421569; 79.4606570; 110.6435616; 2.5143094; 0.0009105; 44.2179959; 2.9575804
1505.0408832; 78.2889963; 109.0243349; 2.5160939; 0.0008758; 44.3514819; 2.9373480
1507.0396095; 77.1201643; 107.4030485; 2.5178115; 0.0008429; 44.4836583; 2.9123220
1509.0383358; 75.9539746; 105.7796674; 2.5194651; 0.0008121; 44.6143220; 2.9003994
1511.0370620; 74.7905267; 104.1545423; 2.5210581; 0.0007825; 44.7440715; 2.8805112
1513.0357883; 73.6296080; 102.5275793; 2.5225942; 0.0007546; 44.8725600; 2.8564650
1515.0345146; 72.4710538; 100.8987383; 2.5240761; 0.0007285; 44.9996136; 2.8447703
1517.0332408; 71.3149820; 99.2683662; 2.5255067; 0.0007036; 45.1257915; 2.8253512
1519.0319671; 70.1611862; 97.6363440; 2.5268898; 0.0006803; 45.2507598; 2.8021059
1521.0306934; 69.0095213; 96.0026260; 2.5282277; 0.0006587; 45.3743601; 2.7906433
1523.0294197; 67.8601188; 94.3675502; 2.5295240; 0.0006414; 45.4971210; 2.7718207
1525.0281459; 66.7127961; 92.7309725; 2.5307980; 0.0006334; 45.6187268; 2.7492138
1527.0268722; 65.5674684; 91.0928425; 2.5320451; 0.0006117; 45.7390215; 2.7379427
1529.0255985; 64.4242378; 89.4534472; 2.5332432; 0.0005883; 45.8585094; 2.7197177
1531.0243248; 63.2829112; 87.8126719; 2.5343991; 0.0005683; 45.9768945; 2.6975144
1533.0230510; 62.1433965; 86.1705208; 2.5355196; 0.0005539; 46.0940128; 2.6864337
1535.0217773; 61.0057666; 84.5272047; 2.5366136; 0.0005411; 46.2103549; 2.6688944
1537.0205036; 59.8698997; 82.8826373; 2.5376831; 0.0005291; 46.3256482; 2.6470255
1539.0192298; 58.7357349; 81.2368136; 2.5387300; 0.0005187; 46.4397141; 2.6361398
1541.0179561; 57.6033217; 79.5898796; 2.5397570; 0.0005093; 46.5530330; 2.6192963
1543.0166824; 56.4725749; 77.9417778; 2.5407666; 0.0005010; 46.6653554; 2.5976921
1545.0154087; 55.3434581; 76.2925126; 2.5417609; 0.0004942; 46.7764850; 2.5870055
1547.0141349; 54.2159954; 74.6421689; 2.5427423; 0.0004882; 46.8868956; 2.5708630
1549.0128612; 53.0901355; 72.9907130; 2.5437133; 0.0004834; 46.9963603; 2.5494857
1551.0115875; 51.9658685; 71.3381641; 2.5446760; 0.0004802; 47.1046636; 2.5389994
1553.0103137; 50.8431932; 69.6845445; 2.5456330; 0.0004777; 47.2122745; 2.5235367
1555.0090400; 49.7220895; 68.0298420; 2.5465860; 0.0004760; 47.3189875; 2.5023695
1557.0077663; 48.6025770; 66.3740956; 2.5475382; 0.0004773; 47.4245683; 2.4920596
1559.0064926; 47.4846317; 64.7172634; 2.5484923; 0.0004739; 47.5294811; 2.4771946
1561.0052188; 46.3682432; 63.0593585; 2.5494263; 0.0004606; 47.6335390; 2.4561502
1563.0039451; 45.2533896; 61.4004278; 2.5503442; 0.0004598; 47.7364890; 2.4460961
1565.0026714; 44.1400433; 59.7404455; 2.5512676; 0.0004697; 47.8387974; 2.4319571
1567.0013977; 43.0282935; 58.0794675; 2.5522317; 0.0004949; 47.9402980; 2.4114675
1569.0001239; 41.9181413; 56.4173356; 2.5532323; 0.0005041; 48.0407317; 2.4017181
1570.9988502; 40.8097023; 54.7541425; 2.5542472; 0.0005124; 48.1405510; 2.3882881
1572.9975765; 39.7029785; 53.0898308; 2.5552823; 0.0005234; 48.2396074; 2.3681217
1574.9963027; 38.5979444; 51.4242824; 2.5563407; 0.0005357; 48.3376269; 2.3586211
1576.9950290; 37.4947384; 49.7576180; 2.5574243; 0.0005492; 48.4350560; 2.3458863
1578.9937553; 36.3933768; 48.0897644; 2.5585371; 0.0005643; 48.5317651; 2.3259575
1580.9924816; 35.2938413; 46.4205826; 2.5596822; 0.0005817; 48.6274627; 2.3166352
1582.9912078; 34.1962924; 44.7501917; 2.5608631; 0.0006006; 48.7225899; 2.3045116
1584.9899341; 33.1007618; 43.0785025; 2.5620842; 0.0006213; 48.8170353; 2.2846322
1586.9886604; 32.0072593; 41.4053773; 2.5633491; 0.0006446; 48.9104861; 2.2753883
1588.9873867; 30.9159527; 39.7309043; 2.5646618; 0.0006701; 49.0033816; 2.2637678
1590.9861129; 29.8268950; 38.0549781; 2.5660293; 0.0006982; 49.0956282; 2.2436924
1592.9848392; 28.7401473; 36.3774868; 2.5674537; 0.0007272; 49.1868861; 2.2344188
1594.9835655; 27.6558650; 34.6984557; 2.5689409; 0.0007674; 49.2775988; 2.2231848
1596.9822917; 26.5741551; 33.0177505; 2.5705304; 0.0008230; 49.3676901; 2.2026798
1598.9810180; 25.4952427; 31.3353252; 2.5722235; 0.0008706; 49.4567885; 2.1930818
1600.9797443; 24.4192496; 29.6510131; 2.5740052; 0.0009063; 49.5453395; 2.1818579
1602.9784706; 23.3462173; 27.9646153; 2.5758386; 0.0009281; 49.6332806; 2.1601270
1604.9771968; 22.2764724; 26.2764443; 2.5777440; 0.0009805; 49.7201926; 2.1499715
1606.9759231; 21.2099498; 24.5860403; 2.5797590; 0.0010370; 49.8065453; 2.1384673
1608.9746494; 20.1468579; 22.8933086; 2.5818908; 0.0010960; 49.8922878; 2.1151431
1610.9733757; 19.0876576; 21.1985329; 2.5841475; 0.0011628; 49.9769503; 2.1040214
1612.9721019; 18.0322960; 19.5011341; 2.5865403; 0.0012335; 50.0610257; 2.0916888
1614.9708282; 16.9810373; 17.8009993; 2.5890808; 0.0013084; 50.1444685; 2.0658231
1616.9695545; 15.9344258; 16.0984323; 2.5917787; 0.0013918; 50.2267433; 2.0531313
1618.9682807; 14.8924446; 14.3927801; 2.5946459; 0.0014795; 50.3083794; 2.0392331
1620.9670070; 13.8554293; 12.6839156; 2.5976960; 0.0015721; 50.3893320; 2.0095193
1622.9657333; 12.8239811; 10.9721097; 2.6009387; 0.0016733; 50.4689780; 1.9944691
1624.9644596; 11.7981572; 9.2566851; 2.6043864; 0.0017785; 50.5479033; 1.9780529
1626.9631858; 10.7783670; 7.5375037; 2.6080507; 0.0018879; 50.6260576; 1.9431104
1628.9619121; 9.7652378; 5.8147628; 2.6119386; 0.0020030; 50.7027139; 1.9251285
1630.9606384; 8.7589196; 4.0878188; 2.6160578; 0.0021195; 50.7785467; 1.9054574
1632.9593646; 7.7598740; 2.3565356; 2.6204122; 0.0022374; 50.8534933; 1.8652269
1634.9580909; 6.7687060; 0.6210239; 2.6250000; 0.0023535; 50.9267507; 1.8448983
1636.9568172; 5.7856387; -1.1192609; 2.6298185; 0.0024663; 50.9991062; 1.8225023
1638.9555435; 4.8111290; -2.8644290; 2.6348574; 0.0025756; 51.0704826; 1.7801444
1640.9542697; 3.8456954; -4.6144324; 2.6401035; 0.0026737; 51.1401040; 1.7598190
1642.9529960; 2.8895760; -6.3696624; 2.6455420; 0.0027645; 51.2088375; 1.7372340
1644.9517223; 1.9431522; -8.1301784; 2.6511505; 0.0028474; 51.2765984; 1.6985888
1646.9504486; 1.0068038; -9.8959545; 2.6569091; 0.0029143; 51.3427655; 1.6811853
1648.9491748; 0.0807258; -11.6672114; 2.6627969; 0.0029732; 51.4081709; 1.6616727
1650.9479011; -0.8348168; -13.4439496; 2.6687893; 0.0030231; 51.4727354; 1.6310301
1652.9466274; -1.7395924; -15.2261402; 2.6748685; 0.0030593; 51.5360306; 1.6176171
1654.9453536; -2.6334679; -17.0138576; 2.6810169; 0.0030902; 51.5987287; 1.6023629
1656.9440799; -3.5162840; -18.8070575; 2.6872181; 0.0031150; 51.6607605; 1.5782361
1658.9428062; -4.3879186; -20.6057120; 2.6934638; 0.0031343; 51.7217855; 1.5665927
1660.9415325; -5.2482703; -22.4097967; 2.6997475; 0.0031531; 51.7822892; 1.5529159
1662.9402587; -6.0972290; -24.2192541; 2.7060682; 0.0031716; 51.8421950; 1.5281434
1664.9389850; -6.9347086; -26.0340808; 2.7124298; 0.0031943; 51.9010777; 1.5142968
1666.9377113; -7.7605788; -27.8542055; 2.7188377; 0.0032179; 51.9593610; 1.4974874
1668.9364376; -8.5747150; -29.6795818; 2.7252939; 0.0032425; 52.0169331; 1.4666429
1670.9351638; -9.3770219; -31.5102279; 2.7317939; 0.0032611; 52.0732577; 1.4007876
1672.9338901; -10.1673613; -33.3460260; 2.7383360; 0.0032945; 52.1269963; 1.3102442
1674.9326164; -10.9456002; -35.1870125; 2.7449763; 0.0033500; 52.1772114; 1.1604100
1676.9313426; -11.7115008; -37.0331561; 2.7517108; 0.0033872; 52.2216437; 1.0835394
1678.9300689; -12.4648914; -38.8844566; 2.7585152; 0.0034199; 52.2630985; 0.9920505
1680.9287952; -13.2056110; -40.7408631; 2.7653790; 0.0034483; 52.3010243; 0.8830243
1682.9275215; -13.9335198; -42.6023167; 2.7722891; 0.0034651; 52.3347589; 0.6878731
1684.9262477; -14.6485235; -44.4687765; 2.7792282; 0.0034750; 52.3610230; 0.4078987
1686.9249740; -15.3505489; -46.3401584; 2.7861752; 0.0034764; 52.3765910; -0.2529246
1688.9237003; -16.0395565; -48.2163624; 2.7931156; 0.0034673; 52.3669383; -0.7034254
1690.9224266; -16.7155484; -50.0973039; 2.8000339; 0.0034530; 52.3400833; -1.2883652
1692.9211528; -17.3785439; -51.9828640; 2.8069148; 0.0034324; 52.2908610; -2.2774656
1694.9198791; -18.0285923; -53.8729268; 2.8137474; 0.0034036; 52.2037363; -2.8716731
1696.9186054; -18.6657688; -55.7673697; 2.8205196; 0.0033716; 52.0936724; -3.6300960
1698.9173316; -19.2901633; -57.6660568; 2.8272229; 0.0033361; 51.9542065; -4.7212299
1700.9160579; -19.9018884; -59.5688797; 2.8338553; 0.0033005; 51.7722578; -5.2979211
1702.9147842; -20.5010445; -61.4756866; 2.8404172; 0.0032667; 51.5673200; -6.0152114
1704.9135105; -21.0877337; -63.3863546; 2.8469160; 0.0032362; 51.3336436; -6.8092956
1706.9122367; -21.6620571; -65.3008105; 2.8533617; 0.0032148; 51.0678287; -7.1001730
1708.9109630; -22.2240594; -67.2188917; 2.8597688; 0.0031989; 50.7891772; -7.4115423
1710.9096893; -22.7737813; -69.1405158; 2.8661539; 0.0031904; 50.4966656; -7.5404986
1712.9084155; -23.3112520; -71.0656529; 2.8725216; 0.0031812; 50.1973152; -7.6267416
1714.9071418; -23.8364606; -72.9941292; 2.8788692; 0.0031674; 49.8927140; -7.7666147
1716.9058681; -24.3494492; -74.9258790; 2.8851774; 0.0031450; 49.5806035; -8.0251953
1718.9045944; -24.8503079; -76.8608770; 2.8914290; 0.0031083; 49.2560240; -8.1666826
1720.9033206; -25.3391220; -78.7988945; 2.8976007; 0.0030638; 48.9235115; -8.3736809
1722.9020469; -25.8160587; -80.7398539; 2.9036695; 0.0030090; 48.5802077; -8.6717553
1724.9007732; -26.2813435; -82.6837305; 2.9096120; 0.0029339; 48.2221075; -8.8323308
1726.8994995; -26.7352041; -84.6302253; 2.9153941; 0.0028456; 47.8546218; -9.0694177
1728.8982257; -27.1779878; -86.5792519; 2.9209752; 0.0027391; 47.4743116; -9.4215001
1730.8969520; -27.6101241; -88.5307886; 2.9263363; 0.0026237; 47.0759839; -9.5872397
1732.8956783; -28.0319970; -90.4844558; 2.9314624; 0.0025041; 46.6671590; -9.8235759
1734.8944045; -28.4440847; -92.4401929; 2.9363426; 0.0023793; 46.2445072; -10.1228886
1736.8931308; -28.8468998; -94.3980147; 2.9409693; 0.0022492; 45.8048980; -10.2449182
1738.8918571; -29.2408796; -96.3574796; 2.9453327; 0.0021152; 45.3556513; -10.4246778
1740.8905834; -29.6265720; -98.3185831; 2.9494208; 0.0019755; 44.8939078; -10.6254696
1742.8893096; -30.0045631; -100.2814049; 2.9532214; 0.0018257; 44.4183312; -10.6753233
1744.8880359; -30.3753620; -102.2454692; 2.9567335; 0.0017158; 43.9353394; -10.7597502
1746.8867622; -30.7393751; -104.2106655; 2.9601344; 0.0016877; 43.4430944; -10.8467412
1748.8854885; -31.0968490; -106.1775370; 2.9634644; 0.0016407; 42.9411588; -10.8293473
1750.8842147; -31.4477880; -108.1451112; 2.9666959; 0.0015989; 42.4341056; -10.8315865
1752.8829410; -31.7924152; -110.1136956; 2.9698668; 0.0015744; 41.9208130; -10.8408885
1754.8816673; -32.1309468; -112.0839937; 2.9730049; 0.0015678; 41.4007081; -10.7818413
1756.8803935; -32.4632035; -114.0547618; 2.9761374; 0.0015711; 40.8768728; -10.7357270
1758.8791198; -32.7892431; -116.0264165; 2.9792921; 0.0015861; 40.3485213; -10.7080557
1760.8778461; -33.1091477; -117.9998590; 2.9824890; 0.0016136; 39.8145479; -10.6283268
1762.8765724; -33.4225850; -119.9736940; 2.9857450; 0.0016475; 39.2773725; -10.5571595
1764.8752986; -33.7294867; -121.9483367; 2.9890785; 0.0016888; 38.7364202; -10.5135449
1766.8740249; -34.0298387; -123.9248173; 2.9925061; 0.0017412; 38.1900884; -10.4214370
1768.8727512; -34.3232239; -125.9017544; 2.9960410; 0.0017984; 37.6407180; -10.3326838
1770.8714775; -34.6094629; -127.8794720; 2.9996972; 0.0018608; 37.0879932; -10.2772435
1772.8702037; -34.8884254; -129.8589284; 3.0035044; 0.0019494; 36.5299390; -10.1722486
1774.8689300; -35.1596279; -131.8391200; 3.0074873; 0.0020341; 35.9690612; -10.0650352
1776.8676563; -35.4227421; -133.8201259; 3.0116341; 0.0021165; 35.4053508; -10.0010111
1778.8663825; -35.6772308; -135.8024965; 3.0163624; 0.0026143; 34.8361923; -9.8822292
1780.8651088; -35.9212882; -137.7851214; 3.0219253; 0.0028195; 34.2645087; -9.7600887
1782.8638351; -36.1544562; -139.7711408; 3.0274976; 0.0027528; 33.6903705; -9.6526427
1784.8625614; -36.3763942; -141.7560090; 3.0329767; 0.0027344; 33.1127631; -9.5186700
1786.8612876; -36.5876066; -143.7434650; 3.0384971; 0.0028447; 32.5331316; -9.3794130
1788.8600139; -36.7876591; -145.7336784; 3.0443938; 0.0030498; 31.9516962; -9.2591863
1790.8587402; -36.9753493; -147.7225955; 3.0506761; 0.0032401; 31.3671442; -9.1135776
1792.8574665; -37.1502043; -149.7133598; 3.0573775; 0.0034903; 30.7809461; -8.9611767
1794.8561927; -37.3112927; -151.7069005; 3.0646377; 0.0037165; 30.1934556; -8.8045530
1796.8549190; -37.4578178; -153.6995598; 3.0715914; 0.0032492; 29.6048810; -8.6338406
1798.8536453; -37.5914055; -155.6955441; 3.0780301; 0.0034935; 29.0161267; -8.4621706
1800.8523715; -37.7108324; -157.6902273; 3.0858287; 0.0043194; 28.4272490; -8.2839443
1802.8510978; -37.8131714; -159.6881441; 3.0952677; 0.0051214; 27.8387107; -8.0823078
1804.8498241; -37.8950128; -161.6855635; 3.1062278; 0.0057637; 27.2522507; -7.8814264
1806.8485504; -37.9537902; -163.6812969; 3.1182417; 0.0062807; 26.6679497; -7.6068982
1808.8472766; -37.9874953; -165.6819013; 3.1314766; 0.0069546; 26.0915949; -7.3414925
1810.8460029; -37.9933460; -167.6813666; -3.1370816; 0.0076953; 25.5230104; -7.0816848
1812.8447292; -37.9684790; -169.6774945; -3.1209188; 0.0085249; 24.9622787; -6.7076151
1814.8434554; -37.9093702; -171.6770335; -3.1028071; 0.0095873; 24.4192954; -6.3659205
1816.8421817; -37.8120136; -173.6739346; -3.0826239; 0.0105699; 23.8925620; -6.0560201
1818.8409080; -37.6726563; -175.6661513; -3.0605705; 0.0115258; 23.3804591; -5.6707095
1820.8396343; -37.4872555; -177.6564473; -3.0364968; 0.0125743; 22.8905543; -5.3286518
1822.8383605; -37.2516639; -179.6430960; -3.0102553; 0.0136619; 22.4204470; -5.0751414
1824.8370868; -36.9622822; -181.6198603; -2.9818435; 0.0147582; 21.9633514; -4.8322504
1826.8358131; -36.6150741; -183.5855911; -2.9513357; 0.0158145; 21.5191105; -4.5971387
1828.8345394; -36.2049210; -185.5442802; -2.9186745; 0.0168263; 21.0877991; -4.4402606
1830.8332656; -35.7297876; -187.4852214; -2.8840096; 0.0178795; 20.6626605; -4.2817133
1832.8319919; -35.1860043; -189.4067834; -2.8472815; 0.0188927; 20.2442484; -4.0945773
1834.8307182; -34.5696480; -191.3077719; -2.8084848; 0.0199416; 19.8358694; -3.9218191
1836.8294444; -33.8772239; -193.1848536; -2.7675606; 0.0209969; 19.4366774; -3.7976901
1838.8281707; -33.1067901; -195.0304956; -2.7243508; 0.0221440; 19.0421465; -3.6875356
1840.8268970; -32.2569553; -196.8369582; -2.6789936; 0.0233149; 18.6510749; -3.5912551
1842.8256233; -31.3228410; -198.6040081; -2.6312190; 0.0245063; 18.2621665; -3.5233733
1844.8243495; -30.3021985; -200.3251122; -2.5810792; 0.0255819; 17.8723867; -3.4678928
1846.8230758; -29.1968947; -201.9884980; -2.5285157; 0.0273457; 17.4802594; -3.3836450
1848.8218021; -28.0044789; -203.5865818; -2.4718793; 0.0296504; 17.0889880; -3.2417548
1850.8205284; -26.7161848; -205.1154637; -2.4102157; 0.0316891; 16.7055305; -2.9742272
1852.8192546; -25.3385065; -206.5555861; -2.3462358; 0.0324457; 16.3458073; -2.4846615
1854.8179809; -23.8676947; -207.9061299; -2.2805981; 0.0334724; 16.0391116; -2.0398703
1856.8167072; -22.3063900; -209.1578792; -2.2121245; 0.0347959; 15.7828646; -1.6381265
